Work_Schedule_Id,Day_Name,Start_Date_Time,End_Date_Time,Other_Details


,
,,
,,,
,,,,
Test,,,,
Test,Test,,,
Test,Test,Test,,
Test,Test,Test,Test,
Test,Test,Test,Test,Test
Dup,Dup,Dup,Dup,Dup
Dup,Dup,Dup,Dup,Dup
WW5926,Saturday,Monday,2020-01-01 0:0:49,2020-01-01 7:35:34,Detail
WW5927,Monday,Friday,2020-01-01 14:13:2,2020-01-01 15:16:55,Detail
WW5928,Thursday,Monday,2020-01-01 22:40:58,2020-01-01 23:25:44,Detail
WW5929,Wednesday,Monday,2020-01-01 6:41:49,2020-01-01 0:0:53,Detail
WW5930,Saturday,Tuesday,2020-01-01 8:55:47,2020-01-01 14:46:55,Detail
WW5931,Friday,Saturday,2020-01-01 15:42:27,2020-01-01 22:25:37,Detail
WW5932,Thursday,Saturday,2020-01-01 23:23:12,2020-01-01 6:49:43,Detail
WW5933,Saturday,Tuesday,2020-01-01 0:0:53,2020-01-01 7:29:52,Detail
WW5934,Wednesday,Sunday,2020-01-01 14:38:4,2020-01-01 16:18:9,Detail
WW5935,Wednesday,Tuesday,2020-01-01 22:38:0,2020-01-01 23:23:50,Detail
WW5936,Wednesday,Monday,2020-01-01 6:53:15,2020-01-01 0:0:4,Detail
WW5937,Thursday,Friday,2020-01-01 8:2:33,2020-01-01 14:56:55,Detail
WW5938,Saturday,Thursday,2020-01-01 16:39:4,2020-01-01 22:9:38,Detail
WW5939,Tuesday,Tuesday,2020-01-01 23:40:40,2020-01-01 6:48:2,Detail
WW5940,Saturday,Saturday,2020-01-01 0:0:8,2020-01-01 8:53:1,Detail
WW5941,Friday,Saturday,2020-01-01 14:44:4,2020-01-01 15:2:17,Detail
WW5942,Friday,Sunday,2020-01-01 22:12:16,2020-01-01 23:47:0,Detail
WW5943,Sunday,Sunday,2020-01-01 6:27:32,2020-01-01 0:0:22,Detail
WW5944,Thursday,Saturday,2020-01-01 7:2:40,2020-01-01 14:59:20,Detail
WW5945,Tuesday,Thursday,2020-01-01 15:1:10,2020-01-01 22:43:54,Detail
WW5946,Monday,Thursday,2020-01-01 23:37:41,2020-01-01 6:19:43,Detail
WW5947,Wednesday,Sunday,2020-01-01 0:0:30,2020-01-01 8:43:51,Detail
WW5948,Monday,Thursday,2020-01-01 14:53:52,2020-01-01 15:13:46,Detail
WW5949,Thursday,Thursday,2020-01-01 22:47:20,2020-01-01 23:13:8,Detail
WW5950,Thursday,Friday,2020-01-01 6:20:38,2020-01-01 0:0:48,Detail
WW5951,Monday,Sunday,2020-01-01 8:41:19,2020-01-01 14:48:32,Detail
WW5952,Tuesday,Wednesday,2020-01-01 16:26:19,2020-01-01 22:38:52,Detail
WW5953,Thursday,Saturday,2020-01-01 23:58:8,2020-01-01 6:52:32,Detail
WW5954,Thursday,Monday,2020-01-01 0:0:37,2020-01-01 7:22:16,Detail
WW5955,Saturday,Tuesday,2020-01-01 14:27:11,2020-01-01 16:50:30,Detail
WW5956,Monday,Saturday,2020-01-01 22:19:22,2020-01-01 23:16:46,Detail
WW5957,Monday,Friday,2020-01-01 6:36:38,2020-01-01 0:0:16,Detail
WW5958,Monday,Friday,2020-01-01 7:50:48,2020-01-01 14:56:11,Detail
WW5959,Monday,Friday,2020-01-01 16:12:48,2020-01-01 22:45:22,Detail
WW5960,Friday,Monday,2020-01-01 23:13:30,2020-01-01 6:2:33,Detail
WW5961,Saturday,Thursday,2020-01-01 0:0:8,2020-01-01 8:40:21,Detail
WW5962,Wednesday,Tuesday,2020-01-01 14:23:45,2020-01-01 15:45:20,Detail
WW5963,Monday,Thursday,2020-01-01 22:43:27,2020-01-01 23:15:26,Detail
WW5964,Tuesday,Friday,2020-01-01 6:38:3,2020-01-01 0:0:48,Detail
WW5965,Saturday,Thursday,2020-01-01 7:32:31,2020-01-01 14:18:48,Detail
WW5966,Friday,Tuesday,2020-01-01 15:5:22,2020-01-01 22:9:28,Detail
WW5967,Thursday,Friday,2020-01-01 23:29:9,2020-01-01 6:16:54,Detail
WW5968,Thursday,Friday,2020-01-01 0:0:52,2020-01-01 7:45:0,Detail
WW5969,Sunday,Saturday,2020-01-01 14:48:33,2020-01-01 15:18:30,Detail
WW5970,Monday,Saturday,2020-01-01 22:59:12,2020-01-01 23:30:39,Detail
WW5971,Thursday,Friday,2020-01-01 6:14:53,2020-01-01 0:0:7,Detail
WW5972,Sunday,Friday,2020-01-01 7:42:28,2020-01-01 14:1:43,Detail
WW5973,Monday,Monday,2020-01-01 15:48:27,2020-01-01 22:31:13,Detail
WW5974,Saturday,Monday,2020-01-01 23:1:27,2020-01-01 6:17:46,Detail
WW5975,Friday,Monday,2020-01-01 0:0:59,2020-01-01 7:52:5,Detail
WW5976,Friday,Friday,2020-01-01 14:49:42,2020-01-01 16:41:46,Detail
WW5977,Tuesday,Saturday,2020-01-01 22:11:39,2020-01-01 23:0:17,Detail
WW5978,Tuesday,Friday,2020-01-01 6:40:34,2020-01-01 0:0:25,Detail
WW5979,Thursday,Saturday,2020-01-01 7:30:55,2020-01-01 14:23:22,Detail
WW5980,Tuesday,Sunday,2020-01-01 16:34:57,2020-01-01 22:57:43,Detail
WW5981,Tuesday,Tuesday,2020-01-01 23:6:20,2020-01-01 6:48:49,Detail
WW5982,Friday,Tuesday,2020-01-01 0:0:42,2020-01-01 7:46:49,Detail
WW5983,Thursday,Friday,2020-01-01 14:14:47,2020-01-01 16:17:11,Detail
WW5984,Thursday,Tuesday,2020-01-01 22:36:6,2020-01-01 23:34:5,Detail
WW5985,Saturday,Friday,2020-01-01 6:37:41,2020-01-01 0:0:35,Detail
WW5986,Wednesday,Thursday,2020-01-01 8:16:57,2020-01-01 14:44:36,Detail
WW5987,Wednesday,Thursday,2020-01-01 15:53:21,2020-01-01 22:48:57,Detail
WW5988,Sunday,Thursday,2020-01-01 23:26:15,2020-01-01 6:40:22,Detail
WW5989,Friday,Friday,2020-01-01 0:0:29,2020-01-01 7:33:15,Detail
WW5990,Tuesday,Tuesday,2020-01-01 14:26:10,2020-01-01 15:23:39,Detail
WW5991,Friday,Friday,2020-01-01 22:26:17,2020-01-01 23:16:12,Detail
WW5992,Tuesday,Thursday,2020-01-01 6:23:56,2020-01-01 0:0:3,Detail
WW5993,Monday,Monday,2020-01-01 7:29:24,2020-01-01 14:15:57,Detail
WW5994,Monday,Tuesday,2020-01-01 16:26:20,2020-01-01 22:9:34,Detail
WW5995,Friday,Monday,2020-01-01 23:16:2,2020-01-01 6:18:51,Detail
WW5996,Sunday,Friday,2020-01-01 0:0:57,2020-01-01 7:55:47,Detail
WW5997,Friday,Saturday,2020-01-01 14:0:20,2020-01-01 16:24:37,Detail
WW5998,Friday,Monday,2020-01-01 22:17:34,2020-01-01 23:37:8,Detail
WW5999,Monday,Monday,2020-01-01 6:30:20,2020-01-01 0:0:30,Detail
WW6000,Saturday,Sunday,2020-01-01 8:50:52,2020-01-01 14:36:0,Detail
WW6001,Tuesday,Monday,2020-01-01 15:44:29,2020-01-01 22:27:3,Detail
WW6002,Tuesday,Monday,2020-01-01 23:15:33,2020-01-01 6:2:23,Detail
WW6003,Thursday,Sunday,2020-01-01 0:0:37,2020-01-01 7:16:51,Detail
WW6004,Sunday,Thursday,2020-01-01 14:14:26,2020-01-01 15:55:23,Detail
WW6005,Monday,Wednesday,2020-01-01 22:47:21,2020-01-01 23:0:57,Detail
WW6006,Thursday,Monday,2020-01-01 6:1:15,2020-01-01 0:0:10,Detail
WW6007,Tuesday,Tuesday,2020-01-01 8:59:23,2020-01-01 14:40:36,Detail
WW6008,Monday,Monday,2020-01-01 15:41:18,2020-01-01 22:44:9,Detail
WW6009,Sunday,Sunday,2020-01-01 23:37:19,2020-01-01 6:57:44,Detail
WW6010,Saturday,Friday,2020-01-01 0:0:31,2020-01-01 8:6:20,Detail
WW6011,Wednesday,Wednesday,2020-01-01 14:4:6,2020-01-01 16:40:36,Detail
WW6012,Monday,Tuesday,2020-01-01 22:25:40,2020-01-01 23:18:28,Detail
WW6013,Saturday,Saturday,2020-01-01 6:10:2,2020-01-01 0:0:3,Detail
WW6014,Wednesday,Saturday,2020-01-01 8:57:47,2020-01-01 14:13:46,Detail
WW6015,Sunday,Tuesday,2020-01-01 16:40:10,2020-01-01 22:51:41,Detail
WW6016,Wednesday,Sunday,2020-01-01 23:39:37,2020-01-01 6:4:24,Detail
WW6017,Wednesday,Sunday,2020-01-01 0:0:37,2020-01-01 7:34:30,Detail
WW6018,Wednesday,Thursday,2020-01-01 14:12:13,2020-01-01 16:32:26,Detail
WW6019,Tuesday,Tuesday,2020-01-01 22:42:13,2020-01-01 23:13:34,Detail
WW6020,Thursday,Saturday,2020-01-01 6:54:37,2020-01-01 0:0:26,Detail
WW6021,Sunday,Saturday,2020-01-01 8:9:29,2020-01-01 14:58:29,Detail
WW6022,Monday,Sunday,2020-01-01 16:16:29,2020-01-01 22:30:15,Detail
WW6023,Sunday,Monday,2020-01-01 23:23:54,2020-01-01 6:38:12,Detail
WW6024,Wednesday,Saturday,2020-01-01 0:0:14,2020-01-01 7:8:46,Detail
WW6025,Thursday,Saturday,2020-01-01 14:11:54,2020-01-01 15:43:52,Detail
WW6026,Monday,Thursday,2020-01-01 22:55:27,2020-01-01 23:7:35,Detail
WW6027,Monday,Saturday,2020-01-01 6:25:27,2020-01-01 0:0:44,Detail
WW6028,Saturday,Wednesday,2020-01-01 7:3:59,2020-01-01 14:45:11,Detail
WW6029,Tuesday,Saturday,2020-01-01 15:21:4,2020-01-01 22:28:13,Detail
WW6030,Sunday,Monday,2020-01-01 23:24:13,2020-01-01 6:45:32,Detail
WW6031,Friday,Friday,2020-01-01 0:0:51,2020-01-01 7:54:16,Detail
WW6032,Sunday,Sunday,2020-01-01 14:7:56,2020-01-01 15:53:2,Detail
WW6033,Sunday,Monday,2020-01-01 22:11:25,2020-01-01 23:52:17,Detail
WW6034,Saturday,Friday,2020-01-01 6:31:39,2020-01-01 0:0:54,Detail
WW6035,Saturday,Friday,2020-01-01 8:11:4,2020-01-01 14:23:4,Detail
WW6036,Monday,Saturday,2020-01-01 15:6:40,2020-01-01 22:29:44,Detail
WW6037,Tuesday,Friday,2020-01-01 23:36:37,2020-01-01 6:19:39,Detail
WW6038,Friday,Friday,2020-01-01 0:0:22,2020-01-01 7:42:27,Detail
WW6039,Saturday,Saturday,2020-01-01 14:4:23,2020-01-01 16:30:7,Detail
WW6040,Wednesday,Sunday,2020-01-01 22:26:2,2020-01-01 23:3:36,Detail
WW6041,Saturday,Wednesday,2020-01-01 6:33:39,2020-01-01 0:0:7,Detail
WW6042,Sunday,Monday,2020-01-01 7:19:49,2020-01-01 14:9:22,Detail
WW6043,Thursday,Sunday,2020-01-01 15:20:16,2020-01-01 22:11:5,Detail
WW6044,Friday,Tuesday,2020-01-01 23:29:18,2020-01-01 6:17:8,Detail
WW6045,Wednesday,Sunday,2020-01-01 0:0:46,2020-01-01 8:18:33,Detail
WW6046,Monday,Friday,2020-01-01 14:47:31,2020-01-01 16:58:11,Detail
WW6047,Wednesday,Saturday,2020-01-01 22:26:3,2020-01-01 23:50:57,Detail
WW6048,Wednesday,Saturday,2020-01-01 6:48:57,2020-01-01 0:0:29,Detail
WW6049,Sunday,Friday,2020-01-01 8:25:37,2020-01-01 14:18:25,Detail
WW6050,Sunday,Friday,2020-01-01 15:27:38,2020-01-01 22:43:32,Detail
WW6051,Sunday,Friday,2020-01-01 23:24:30,2020-01-01 6:57:16,Detail
WW6052,Thursday,Thursday,2020-01-01 0:0:55,2020-01-01 7:40:46,Detail
WW6053,Friday,Friday,2020-01-01 14:55:22,2020-01-01 15:9:19,Detail
WW6054,Tuesday,Friday,2020-01-01 22:48:21,2020-01-01 23:28:40,Detail
WW6055,Sunday,Thursday,2020-01-01 6:58:33,2020-01-01 0:0:50,Detail
WW6056,Friday,Thursday,2020-01-01 8:19:26,2020-01-01 14:57:29,Detail
WW6057,Thursday,Thursday,2020-01-01 16:33:33,2020-01-01 22:35:34,Detail
WW6058,Sunday,Tuesday,2020-01-01 23:5:20,2020-01-01 6:9:51,Detail
WW6059,Monday,Friday,2020-01-01 0:0:11,2020-01-01 8:34:46,Detail
WW6060,Wednesday,Friday,2020-01-01 14:43:58,2020-01-01 15:37:53,Detail
WW6061,Wednesday,Friday,2020-01-01 22:6:15,2020-01-01 23:39:47,Detail
WW6062,Sunday,Saturday,2020-01-01 6:44:11,2020-01-01 0:0:16,Detail
WW6063,Thursday,Thursday,2020-01-01 8:48:21,2020-01-01 14:32:17,Detail
WW6064,Wednesday,Friday,2020-01-01 16:21:36,2020-01-01 22:33:51,Detail
WW6065,Saturday,Tuesday,2020-01-01 23:38:6,2020-01-01 6:26:2,Detail
WW6066,Monday,Sunday,2020-01-01 0:0:47,2020-01-01 7:30:36,Detail
WW6067,Sunday,Monday,2020-01-01 14:40:21,2020-01-01 16:10:59,Detail
WW6068,Saturday,Monday,2020-01-01 22:25:7,2020-01-01 23:8:27,Detail
WW6069,Saturday,Friday,2020-01-01 6:41:48,2020-01-01 0:0:48,Detail
WW6070,Sunday,Saturday,2020-01-01 7:36:55,2020-01-01 14:45:7,Detail
WW6071,Tuesday,Thursday,2020-01-01 15:45:32,2020-01-01 22:47:18,Detail
WW6072,Friday,Sunday,2020-01-01 23:16:30,2020-01-01 6:50:2,Detail
WW6073,Monday,Wednesday,2020-01-01 0:0:58,2020-01-01 8:38:14,Detail
WW6074,Tuesday,Monday,2020-01-01 14:29:37,2020-01-01 15:3:21,Detail
WW6075,Friday,Wednesday,2020-01-01 22:30:17,2020-01-01 23:31:21,Detail
WW6076,Friday,Tuesday,2020-01-01 6:18:43,2020-01-01 0:0:37,Detail
WW6077,Saturday,Tuesday,2020-01-01 7:16:35,2020-01-01 14:48:0,Detail
WW6078,Friday,Monday,2020-01-01 15:23:34,2020-01-01 22:58:13,Detail
WW6079,Friday,Saturday,2020-01-01 23:3:0,2020-01-01 6:18:29,Detail
WW6080,Monday,Thursday,2020-01-01 0:0:16,2020-01-01 7:47:46,Detail
WW6081,Monday,Tuesday,2020-01-01 14:54:27,2020-01-01 16:37:23,Detail
WW6082,Wednesday,Wednesday,2020-01-01 22:27:59,2020-01-01 23:36:12,Detail
WW6083,Friday,Friday,2020-01-01 6:14:27,2020-01-01 0:0:7,Detail
WW6084,Wednesday,Friday,2020-01-01 7:23:15,2020-01-01 14:34:34,Detail
WW6085,Saturday,Tuesday,2020-01-01 15:18:32,2020-01-01 22:48:18,Detail
WW6086,Tuesday,Friday,2020-01-01 23:6:12,2020-01-01 6:37:47,Detail
WW6087,Monday,Saturday,2020-01-01 0:0:25,2020-01-01 7:13:6,Detail
WW6088,Monday,Sunday,2020-01-01 14:7:28,2020-01-01 16:50:47,Detail
WW6089,Saturday,Sunday,2020-01-01 22:23:27,2020-01-01 23:38:44,Detail
WW6090,Tuesday,Friday,2020-01-01 6:58:0,2020-01-01 0:0:57,Detail
WW6091,Tuesday,Thursday,2020-01-01 8:47:34,2020-01-01 14:31:11,Detail
WW6092,Saturday,Saturday,2020-01-01 16:39:27,2020-01-01 22:10:1,Detail
WW6093,Friday,Wednesday,2020-01-01 23:28:30,2020-01-01 6:38:18,Detail
WW6094,Monday,Wednesday,2020-01-01 0:0:32,2020-01-01 7:12:47,Detail
WW6095,Sunday,Saturday,2020-01-01 14:30:1,2020-01-01 15:34:44,Detail
WW6096,Monday,Saturday,2020-01-01 22:13:55,2020-01-01 23:25:17,Detail
WW6097,Saturday,Wednesday,2020-01-01 6:59:50,2020-01-01 0:0:43,Detail
WW6098,Thursday,Saturday,2020-01-01 8:48:12,2020-01-01 14:52:45,Detail
WW6099,Thursday,Saturday,2020-01-01 15:34:0,2020-01-01 22:48:53,Detail
WW6100,Wednesday,Tuesday,2020-01-01 23:33:17,2020-01-01 6:35:53,Detail
WW6101,Monday,Sunday,2020-01-01 0:0:4,2020-01-01 8:59:7,Detail
WW6102,Tuesday,Monday,2020-01-01 14:4:50,2020-01-01 16:19:38,Detail
WW6103,Sunday,Tuesday,2020-01-01 22:41:20,2020-01-01 23:41:23,Detail
WW6104,Friday,Sunday,2020-01-01 6:40:59,2020-01-01 0:0:11,Detail
WW6105,Tuesday,Thursday,2020-01-01 7:44:19,2020-01-01 14:19:37,Detail
WW6106,Tuesday,Sunday,2020-01-01 16:12:30,2020-01-01 22:30:48,Detail
WW6107,Wednesday,Wednesday,2020-01-01 23:10:19,2020-01-01 6:36:27,Detail
WW6108,Sunday,Friday,2020-01-01 0:0:49,2020-01-01 8:40:14,Detail
WW6109,Sunday,Monday,2020-01-01 14:7:26,2020-01-01 16:17:9,Detail
WW6110,Sunday,Monday,2020-01-01 22:38:17,2020-01-01 23:58:17,Detail
WW6111,Thursday,Friday,2020-01-01 6:51:24,2020-01-01 0:0:51,Detail
WW6112,Saturday,Tuesday,2020-01-01 8:40:18,2020-01-01 14:57:39,Detail
WW6113,Sunday,Sunday,2020-01-01 15:49:51,2020-01-01 22:4:47,Detail
WW6114,Friday,Saturday,2020-01-01 23:49:51,2020-01-01 6:39:18,Detail
WW6115,Friday,Saturday,2020-01-01 0:0:1,2020-01-01 7:14:34,Detail
WW6116,Wednesday,Tuesday,2020-01-01 14:13:4,2020-01-01 15:47:33,Detail
WW6117,Saturday,Wednesday,2020-01-01 22:44:42,2020-01-01 23:5:27,Detail
WW6118,Tuesday,Sunday,2020-01-01 6:31:12,2020-01-01 0:0:28,Detail
WW6119,Friday,Tuesday,2020-01-01 7:0:8,2020-01-01 14:20:27,Detail
WW6120,Saturday,Wednesday,2020-01-01 16:45:4,2020-01-01 22:32:3,Detail
WW6121,Friday,Wednesday,2020-01-01 23:54:58,2020-01-01 6:58:1,Detail
WW6122,Wednesday,Tuesday,2020-01-01 0:0:54,2020-01-01 8:43:9,Detail
WW6123,Monday,Thursday,2020-01-01 14:31:45,2020-01-01 16:16:34,Detail
WW6124,Monday,Wednesday,2020-01-01 22:54:36,2020-01-01 23:5:42,Detail
WW6125,Sunday,Wednesday,2020-01-01 6:2:47,2020-01-01 0:0:40,Detail
WW6126,Thursday,Sunday,2020-01-01 7:45:8,2020-01-01 14:55:23,Detail
WW6127,Thursday,Sunday,2020-01-01 15:22:18,2020-01-01 22:16:33,Detail
WW6128,Tuesday,Friday,2020-01-01 23:27:47,2020-01-01 6:28:50,Detail
WW6129,Saturday,Saturday,2020-01-01 0:0:48,2020-01-01 7:19:6,Detail
WW6130,Friday,Monday,2020-01-01 14:45:17,2020-01-01 16:13:6,Detail
WW6131,Thursday,Saturday,2020-01-01 22:32:59,2020-01-01 23:1:42,Detail
WW6132,Saturday,Friday,2020-01-01 6:48:41,2020-01-01 0:0:15,Detail
WW6133,Wednesday,Saturday,2020-01-01 7:28:14,2020-01-01 14:53:0,Detail
WW6134,Monday,Thursday,2020-01-01 15:6:57,2020-01-01 22:20:20,Detail
WW6135,Tuesday,Wednesday,2020-01-01 23:34:23,2020-01-01 6:59:59,Detail
WW6136,Tuesday,Sunday,2020-01-01 0:0:45,2020-01-01 7:46:55,Detail
WW6137,Wednesday,Wednesday,2020-01-01 14:13:45,2020-01-01 16:52:35,Detail
WW6138,Saturday,Thursday,2020-01-01 22:17:16,2020-01-01 23:11:14,Detail
WW6139,Saturday,Thursday,2020-01-01 6:55:18,2020-01-01 0:0:32,Detail
WW6140,Tuesday,Monday,2020-01-01 8:38:49,2020-01-01 14:43:21,Detail
WW6141,Tuesday,Thursday,2020-01-01 15:33:31,2020-01-01 22:23:55,Detail
WW6142,Monday,Saturday,2020-01-01 23:29:10,2020-01-01 6:56:56,Detail
WW6143,Friday,Saturday,2020-01-01 0:0:40,2020-01-01 7:8:11,Detail
WW6144,Friday,Thursday,2020-01-01 14:7:16,2020-01-01 15:19:2,Detail
WW6145,Saturday,Thursday,2020-01-01 22:45:8,2020-01-01 23:34:58,Detail
WW6146,Sunday,Thursday,2020-01-01 6:30:1,2020-01-01 0:0:51,Detail
WW6147,Thursday,Wednesday,2020-01-01 8:13:55,2020-01-01 14:12:18,Detail
WW6148,Wednesday,Tuesday,2020-01-01 16:4:14,2020-01-01 22:27:24,Detail
WW6149,Wednesday,Thursday,2020-01-01 23:6:16,2020-01-01 6:44:10,Detail
WW6150,Friday,Monday,2020-01-01 0:0:21,2020-01-01 8:31:34,Detail
WW6151,Thursday,Saturday,2020-01-01 14:1:36,2020-01-01 15:11:33,Detail
WW6152,Monday,Wednesday,2020-01-01 22:48:43,2020-01-01 23:3:53,Detail
WW6153,Sunday,Monday,2020-01-01 6:11:17,2020-01-01 0:0:10,Detail
WW6154,Friday,Wednesday,2020-01-01 7:17:50,2020-01-01 14:13:43,Detail
WW6155,Wednesday,Tuesday,2020-01-01 15:30:14,2020-01-01 22:54:13,Detail
WW6156,Wednesday,Thursday,2020-01-01 23:9:43,2020-01-01 6:7:18,Detail
WW6157,Tuesday,Friday,2020-01-01 0:0:9,2020-01-01 7:25:53,Detail
WW6158,Tuesday,Sunday,2020-01-01 14:52:25,2020-01-01 15:59:54,Detail
WW6159,Monday,Saturday,2020-01-01 22:45:13,2020-01-01 23:52:29,Detail
WW6160,Saturday,Tuesday,2020-01-01 6:37:45,2020-01-01 0:0:43,Detail
WW6161,Thursday,Saturday,2020-01-01 7:39:58,2020-01-01 14:57:30,Detail
WW6162,Friday,Saturday,2020-01-01 15:36:38,2020-01-01 22:12:43,Detail
WW6163,Saturday,Saturday,2020-01-01 23:36:15,2020-01-01 6:19:50,Detail
WW6164,Wednesday,Wednesday,2020-01-01 0:0:29,2020-01-01 8:0:26,Detail
WW6165,Thursday,Sunday,2020-01-01 14:29:23,2020-01-01 15:25:16,Detail
WW6166,Wednesday,Tuesday,2020-01-01 22:5:56,2020-01-01 23:0:51,Detail
WW6167,Sunday,Monday,2020-01-01 6:16:43,2020-01-01 0:0:41,Detail
WW6168,Saturday,Monday,2020-01-01 8:27:50,2020-01-01 14:28:15,Detail
WW6169,Friday,Sunday,2020-01-01 16:33:33,2020-01-01 22:21:1,Detail
WW6170,Thursday,Friday,2020-01-01 23:55:15,2020-01-01 6:53:55,Detail
WW6171,Friday,Saturday,2020-01-01 0:0:15,2020-01-01 8:10:35,Detail
WW6172,Friday,Monday,2020-01-01 14:59:34,2020-01-01 15:36:18,Detail
WW6173,Friday,Wednesday,2020-01-01 22:38:22,2020-01-01 23:23:46,Detail
WW6174,Saturday,Friday,2020-01-01 6:58:39,2020-01-01 0:0:17,Detail
WW6175,Sunday,Wednesday,2020-01-01 7:26:14,2020-01-01 14:52:21,Detail
WW6176,Saturday,Thursday,2020-01-01 15:54:0,2020-01-01 22:46:12,Detail
WW6177,Thursday,Friday,2020-01-01 23:46:15,2020-01-01 6:17:10,Detail
WW6178,Thursday,Friday,2020-01-01 0:0:41,2020-01-01 7:53:17,Detail
WW6179,Tuesday,Wednesday,2020-01-01 14:1:23,2020-01-01 16:33:3,Detail
WW6180,Monday,Thursday,2020-01-01 22:28:6,2020-01-01 23:7:22,Detail
WW6181,Wednesday,Wednesday,2020-01-01 6:3:52,2020-01-01 0:0:54,Detail
WW6182,Sunday,Friday,2020-01-01 7:11:2,2020-01-01 14:38:44,Detail
WW6183,Saturday,Friday,2020-01-01 15:24:57,2020-01-01 22:38:16,Detail
WW6184,Saturday,Monday,2020-01-01 23:28:47,2020-01-01 6:1:47,Detail
WW6185,Friday,Tuesday,2020-01-01 0:0:55,2020-01-01 8:56:19,Detail
WW6186,Tuesday,Friday,2020-01-01 14:1:35,2020-01-01 16:45:10,Detail
WW6187,Thursday,Saturday,2020-01-01 22:27:38,2020-01-01 23:36:43,Detail
WW6188,Monday,Friday,2020-01-01 6:23:41,2020-01-01 0:0:30,Detail
WW6189,Saturday,Monday,2020-01-01 7:59:55,2020-01-01 14:53:58,Detail
WW6190,Wednesday,Thursday,2020-01-01 15:2:15,2020-01-01 22:1:19,Detail
WW6191,Thursday,Sunday,2020-01-01 23:40:9,2020-01-01 6:51:53,Detail
WW6192,Tuesday,Wednesday,2020-01-01 0:0:54,2020-01-01 8:53:39,Detail
WW6193,Monday,Wednesday,2020-01-01 14:27:17,2020-01-01 15:37:42,Detail
WW6194,Friday,Thursday,2020-01-01 22:48:14,2020-01-01 23:35:23,Detail
WW6195,Monday,Monday,2020-01-01 6:16:47,2020-01-01 0:0:31,Detail
WW6196,Monday,Friday,2020-01-01 7:39:2,2020-01-01 14:11:28,Detail
WW6197,Sunday,Thursday,2020-01-01 16:3:38,2020-01-01 22:26:9,Detail
WW6198,Tuesday,Monday,2020-01-01 23:0:41,2020-01-01 6:49:20,Detail
WW6199,Wednesday,Thursday,2020-01-01 0:0:6,2020-01-01 7:54:17,Detail
WW6200,Monday,Friday,2020-01-01 14:53:47,2020-01-01 16:4:56,Detail
WW6201,Sunday,Tuesday,2020-01-01 22:50:36,2020-01-01 23:11:0,Detail
WW6202,Thursday,Tuesday,2020-01-01 6:32:34,2020-01-01 0:0:45,Detail
WW6203,Friday,Friday,2020-01-01 7:24:32,2020-01-01 14:40:27,Detail
WW6204,Friday,Friday,2020-01-01 16:7:59,2020-01-01 22:48:50,Detail
WW6205,Sunday,Friday,2020-01-01 23:22:53,2020-01-01 6:3:50,Detail
WW6206,Friday,Saturday,2020-01-01 0:0:25,2020-01-01 7:8:3,Detail
WW6207,Saturday,Wednesday,2020-01-01 14:58:49,2020-01-01 16:11:52,Detail
WW6208,Friday,Sunday,2020-01-01 22:5:43,2020-01-01 23:29:4,Detail
WW6209,Tuesday,Wednesday,2020-01-01 6:7:5,2020-01-01 0:0:15,Detail
WW6210,Wednesday,Saturday,2020-01-01 7:44:28,2020-01-01 14:43:35,Detail
WW6211,Sunday,Wednesday,2020-01-01 15:25:37,2020-01-01 22:22:36,Detail
WW6212,Thursday,Friday,2020-01-01 23:25:51,2020-01-01 6:27:3,Detail
WW6213,Thursday,Monday,2020-01-01 0:0:5,2020-01-01 8:5:20,Detail
WW6214,Saturday,Thursday,2020-01-01 14:31:29,2020-01-01 15:9:11,Detail
WW6215,Monday,Thursday,2020-01-01 22:59:13,2020-01-01 23:55:12,Detail
WW6216,Wednesday,Tuesday,2020-01-01 6:27:13,2020-01-01 0:0:35,Detail
WW6217,Tuesday,Saturday,2020-01-01 8:55:29,2020-01-01 14:52:2,Detail
WW6218,Monday,Sunday,2020-01-01 15:25:11,2020-01-01 22:23:15,Detail
WW6219,Wednesday,Friday,2020-01-01 23:47:40,2020-01-01 6:2:30,Detail
WW6220,Wednesday,Saturday,2020-01-01 0:0:18,2020-01-01 8:50:49,Detail
WW6221,Monday,Tuesday,2020-01-01 14:7:19,2020-01-01 15:26:28,Detail
WW6222,Saturday,Thursday,2020-01-01 22:40:12,2020-01-01 23:34:48,Detail
WW6223,Saturday,Friday,2020-01-01 6:6:0,2020-01-01 0:0:14,Detail
WW6224,Friday,Thursday,2020-01-01 7:34:53,2020-01-01 14:11:31,Detail
WW6225,Monday,Sunday,2020-01-01 16:53:59,2020-01-01 22:31:15,Detail
WW6226,Friday,Sunday,2020-01-01 23:3:24,2020-01-01 6:7:45,Detail
WW6227,Monday,Tuesday,2020-01-01 0:0:41,2020-01-01 8:27:58,Detail
WW6228,Monday,Wednesday,2020-01-01 14:52:26,2020-01-01 16:27:19,Detail
WW6229,Wednesday,Sunday,2020-01-01 22:26:21,2020-01-01 23:43:3,Detail
WW6230,Monday,Tuesday,2020-01-01 6:22:12,2020-01-01 0:0:58,Detail
WW6231,Friday,Friday,2020-01-01 7:16:34,2020-01-01 14:35:36,Detail
WW6232,Sunday,Sunday,2020-01-01 15:1:46,2020-01-01 22:6:27,Detail
WW6233,Thursday,Wednesday,2020-01-01 23:7:20,2020-01-01 6:37:57,Detail
